sport,league,game_id,a_team,h_team,cur_time,lms_date,lms_time,quarter,secs,a_pts,h_pts,status,a_win,h_win,last_mod_to_start,last_mod_lines,num_markets,a_ml,h_ml,a_deci_ml,h_deci_ml,a_odds_ps,h_odds_ps,a_deci_ps,h_deci_ps,a_hcap_ps,h_hcap_ps,a_odds_tot,h_odds_tot,a_deci_tot,h_deci_tot,a_hcap_tot,h_hcap_tot,game_start_time
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557100991.5805547,2019-05-05,20:00:05-0400,3,-1,0,1,1,0,0,3449.1019999980927,1557100949.102,18,+175,-220,2.750,1.454545,0,0,0,0,0,0,-110,-120,1.909091,1.833333,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101025.6029062,2019-05-05,20:00:05-0400,3,-1,0,1,1,0,0,3488.75200009346,1557100988.752,18,+175,-220,2.750,1.454545,0,0,0,0,0,0,-110,-120,1.909091,1.833333,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101045.5401301,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3503.6470000743866,1557101003.647,18,+175,-220,2.750,1.454545,0,0,0,0,0,0,-110,-120,1.909091,1.833333,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101062.0966754,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3521.5280001163483,1557101021.528,18,+170,-210,2.700,1.47619,0,0,0,0,0,0,-110,-120,1.909091,1.833333,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101078.4068124,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3541.1689999103546,1557101041.169,19,+170,-210,2.700,1.47619,0,0,0,0,0,0,100,-130,2.00,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101096.0765848,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3549.1440000534058,1557101049.144,19,+170,-210,2.700,1.47619,0,0,0,0,0,0,100,-130,2.00,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101147.9442608,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3605.6319999694824,1557101105.632,18,+170,-210,2.700,1.47619,0,0,0,0,0,0,100,-130,2.00,1.770,7.5,7.5,1557097500.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557101203.2778378,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-79443.0680000782,1557101156.932,12,+210,-250,3.100,1.400,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557180600.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101203.277945,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3655.726000070572,1557101155.726,18,+170,-210,2.700,1.47619,0,0,0,0,0,0,100,-130,2.00,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101240.5240273,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3689.3250000476837,1557101189.325,18,+170,-210,2.700,1.47619,0,0,0,0,0,0,100,-130,2.00,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101256.9809434,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3719.78200006485,1557101219.782,18,+170,-210,2.700,1.47619,0,0,0,0,0,0,100,-130,2.00,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101274.7229645,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3740.463000059128,1557101240.463,15,+165,-200,2.650,1.500,0,0,0,0,0,0,-180,+135,1.555556,2.350,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101290.2015183,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3750.3759999275208,1557101250.376,18,+180,-230,2.800,1.434783,0,0,0,0,0,0,+110,-150,2.100,1.666667,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101326.4172237,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3790.2330000400543,1557101290.233,18,+180,-230,2.800,1.434783,0,0,0,0,0,0,+110,-150,2.100,1.666667,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101344.6088257,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3790.4000000953674,1557101290.4,18,+180,-230,2.800,1.434783,0,0,0,0,0,0,+110,-150,2.100,1.666667,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101378.102549,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3831.8529999256134,1557101331.853,18,+180,-230,2.800,1.434783,0,0,0,0,0,0,-150,+115,1.666667,2.150,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101394.4798083,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3858.7409999370575,1557101358.741,18,+180,-230,2.800,1.434783,0,0,0,0,0,0,+110,-150,2.100,1.666667,7.5,7.5,1557097500.0
BASE,MLB,5261467,Minnesota Twins,New York Yankees,1557101412.380959,2019-05-05,18:55:13-0400,8,-1,1,4,1,0,0,14671.565999984741,1557101371.566,3,+2800,-5000,29.00,1.020,0,0,0,0,0,0,0,0,0,0,0,0,1557086700.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101430.1210463,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3893.273999929428,1557101393.274,18,+185,-230,2.850,1.434783,0,0,0,0,0,0,+110,-150,2.100,1.666667,7.5,7.5,1557097500.0
BASE,MLB,5261467,Minnesota Twins,New York Yankees,1557101430.1211467,2019-05-05,18:55:13-0400,8,-1,1,4,1,0,0,14687.99699997902,1557101387.997,3,+2800,-5000,29.00,1.020,0,0,0,0,0,0,0,0,0,0,0,0,1557086700.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101479.7778816,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3939.734999895096,1557101439.735,18,+165,-200,2.650,1.500,0,0,0,0,0,0,+105,-140,2.050,1.714286,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101496.3929882,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3954.451999902725,1557101454.452,18,+165,-200,2.650,1.500,0,0,0,0,0,0,+105,-130,2.050,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101530.582535,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,3990.5920000076294,1557101490.592,18,+165,-190,2.650,1.526316,0,0,0,0,0,0,+105,-130,2.050,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101546.8467138,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,4013.2750000953674,1557101513.275,18,+165,-190,2.650,1.526316,0,0,0,0,0,0,+105,-130,2.050,1.770,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101562.9954212,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,4030.364000082016,1557101530.364,18,+165,-200,2.650,1.500,0,0,0,0,0,0,+105,-140,2.050,1.714286,7.5,7.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101579.4578397,2019-05-05,20:03:45-0400,4,-1,0,1,1,0,0,4046.9990000724792,1557101546.999,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-150,+115,1.666667,2.150,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101595.5674796,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4047.180000066757,1557101547.18,18,+185,-230,2.850,1.434783,0,0,0,0,0,0,-150,+115,1.666667,2.150,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101628.817959,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4087.4400000572205,1557101587.44,18,+210,-265,3.100,1.377358,0,0,0,0,0,0,-140,+105,1.714286,2.050,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101645.1557827,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4105.648999929428,1557101605.649,18,+210,-265,3.100,1.377358,0,0,0,0,0,0,-130,-105,1.770,1.952381,6.5,6.5,1557097500.0
BASE,MLB,5261467,Minnesota Twins,New York Yankees,1557101645.155841,2019-05-05,18:55:13-0400,8,-1,1,4,1,0,0,14895.644000053406,1557101595.644,3,+2800,-5000,29.00,1.020,0,0,0,0,0,0,0,0,0,0,0,0,1557086700.0
BASE,MLB,5261467,Minnesota Twins,New York Yankees,1557101662.219758,2019-05-05,18:55:13-0400,8,-1,1,4,1,0,0,14918.165999889374,1557101618.166,3,+2800,-5000,29.00,1.020,0,0,0,0,0,0,0,0,0,0,0,0,1557086700.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101777.5314867,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4231.936000108719,1557101731.936,18,+210,-265,3.100,1.377358,0,0,0,0,0,0,-130,-105,1.770,1.952381,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101793.7036977,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4248.016999959946,1557101748.017,18,+210,-265,3.100,1.377358,0,0,0,0,0,0,-130,-105,1.770,1.952381,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101810.6141398,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4275.051000118256,1557101775.051,18,+235,-300,3.350,1.333333,0,0,0,0,0,0,-145,+110,1.690,2.100,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101826.1373491,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4293.661999940872,1557101793.662,18,+225,-300,3.250,1.333333,0,0,0,0,0,0,-145,+105,1.690,2.050,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101841.4460664,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4309.78200006485,1557101809.782,18,+225,-300,3.250,1.333333,0,0,0,0,0,0,-130,+105,1.770,2.050,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101873.9003038,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4336.0759999752045,1557101836.076,18,+250,-335,3.500,1.298507,0,0,0,0,0,0,-150,+110,1.666667,2.100,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101935.680254,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4402.065999984741,1557101902.066,18,+250,-335,3.500,1.298507,0,0,0,0,0,0,-150,+110,1.666667,2.100,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101951.0972435,2019-05-05,20:13:02-0400,4,-1,0,1,1,0,0,4406.763999938965,1557101906.764,18,+250,-335,3.500,1.298507,0,0,0,0,0,0,-150,+110,1.666667,2.100,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557101999.2680783,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4406.763999938965,1557101906.764,18,+250,-335,3.500,1.298507,0,0,0,0,0,0,-150,+110,1.666667,2.100,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102015.5599625,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4482.012000083923,1557101982.012,19,+250,-335,3.500,1.298507,0,0,0,0,0,0,-150,+110,1.666667,2.100,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102031.1988535,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4492.5,1557101992.5,19,+165,-200,2.650,1.500,0,0,0,0,0,0,-125,-105,1.800,1.952381,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102047.1290874,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4507.601999998093,1557102007.602,19,+165,-200,2.650,1.500,0,0,0,0,0,0,-140,+105,1.714286,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102092.8996358,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4553.056999921799,1557102053.057,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-140,+105,1.714286,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102186.216348,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4640.56200003624,1557102140.562,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-140,+105,1.714286,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102201.758312,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4657.976000070572,1557102157.976,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-140,+105,1.714286,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102217.8947046,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4673.1050000190735,1557102173.105,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-130,+105,1.770,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102235.0810256,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4688.967000007629,1557102188.967,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-130,+105,1.770,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102250.6467717,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4715.81299996376,1557102215.813,18,+165,-200,2.650,1.500,0,0,0,0,0,0,-130,+105,1.770,2.050,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102281.3269486,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4743.165999889374,1557102243.166,18,+185,-230,2.850,1.434783,0,0,0,0,0,0,-120,-110,1.833333,1.909091,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102348.038648,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4814.473000049591,1557102314.473,18,+200,-245,3.00,1.408163,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102409.010089,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4875.615000009537,1557102375.615,18,+200,-245,3.00,1.408163,0,0,0,0,0,0,-115,-115,1.870,1.870,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102425.979002,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4878.048000097275,1557102378.048,18,+200,-245,3.00,1.408163,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102442.932015,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4898.470999956131,1557102398.471,18,+200,-245,3.00,1.408163,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102475.8743453,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4929.936000108719,1557102429.936,18,+205,-250,3.050,1.400,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102491.2854717,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,4959.733999967575,1557102459.734,17,+205,-250,3.050,1.400,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102538.2130547,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,5004.250999927521,1557102504.251,18,+205,-250,3.050,1.400,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102553.6730766,2019-05-05,20:19:40-0400,5,-1,0,1,1,0,0,5012.7590000629425,1557102512.759,17,+205,-250,3.050,1.400,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102599.9966376,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5012.7590000629425,1557102512.759,17,+205,-250,3.050,1.400,0,0,0,0,0,0,-110,-120,1.909091,1.833333,5.5,5.5,1557097500.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557102615.330899,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-84921.53200006485,1557102578.468,12,+115,-135,2.150,1.741,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102615.3309543,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5079.065999984741,1557102579.066,17,+215,-275,3.150,1.363636,0,0,0,0,0,0,-105,-125,1.952381,1.800,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102630.848511,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5094.081000089645,1557102594.081,17,+215,-275,3.150,1.363636,0,0,0,0,0,0,-105,-125,1.952381,1.800,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102646.737221,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5113.319999933243,1557102613.32,18,+215,-275,3.150,1.363636,0,0,0,0,0,0,-105,-125,1.952381,1.800,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102663.6118298,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5118.157999992371,1557102618.158,18,+215,-275,3.150,1.363636,0,0,0,0,0,0,100,-125,2.00,1.800,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102679.031783,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5139.673000097275,1557102639.673,18,+215,-275,3.150,1.363636,0,0,0,0,0,0,100,-125,2.00,1.800,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102694.4162366,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5160.604000091553,1557102660.604,18,+215,-275,3.150,1.363636,0,0,0,0,0,0,100,-125,2.00,1.800,5.5,5.5,1557097500.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557102709.6205423,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-84848.8900001049,1557102651.11,12,+115,-135,2.150,1.741,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102724.3616345,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5183.181999921799,1557102683.182,18,+225,-300,3.250,1.333333,0,0,0,0,0,0,-115,-115,1.870,1.870,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102740.792922,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5204.838000059128,1557102704.838,15,+225,-300,3.250,1.333333,0,0,0,0,0,0,-115,-115,1.870,1.870,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102772.0643256,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5238.362999916077,1557102738.363,14,+225,-300,3.250,1.333333,0,0,0,0,0,0,-115,-115,1.870,1.870,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102788.1649094,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5242.43700003624,1557102742.437,15,+225,-300,3.250,1.333333,0,0,0,0,0,0,-115,-115,1.870,1.870,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102803.1857,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5265.835000038147,1557102765.835,14,+225,-300,3.250,1.333333,0,0,0,0,0,0,-115,-115,1.870,1.870,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102818.352547,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5282.138000011444,1557102782.138,18,+260,-345,3.600,1.290,0,0,0,0,0,0,-130,100,1.770,2.00,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102833.5312364,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5290.884999990463,1557102790.885,18,+240,-345,3.400,1.290,0,0,0,0,0,0,-130,100,1.770,2.00,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102865.0351567,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5332.973999977112,1557102832.974,18,+260,-345,3.600,1.290,0,0,0,0,0,0,-130,100,1.770,2.00,5.5,5.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102880.0574787,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5339.506000041962,1557102839.506,18,+270,-345,3.700,1.290,0,0,0,0,0,0,+105,-140,2.050,1.714286,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102896.2375057,2019-05-05,20:29:37-0400,5,-1,0,1,1,0,0,5360.65700006485,1557102860.657,17,+270,-345,3.700,1.290,0,0,0,0,0,0,+105,-140,2.050,1.714286,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102913.7799623,2019-05-05,20:34:43-0400,5,-1,0,2,1,0,0,5367.691999912262,1557102867.692,17,+270,-360,3.700,1.277778,0,0,0,0,0,0,+105,-140,2.050,1.714286,6.5,6.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557102929.7374792,2019-05-05,20:34:43-0400,5,-1,0,2,1,0,0,5387.174999952316,1557102887.175,17,+550,-850,6.500,1.1176,0,0,0,0,0,0,+110,-145,2.100,1.690,7.5,7.5,1557097500.0
